Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
55,2025_UDD_105198_10,[Renovation of PCC Road at dipa toli amit general store to dipa toli chowk lane under Ward No-35],26-Sep-2025 09:55 AM,UDD Secretary||UDD Chairperson eProc Cell,04-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SmNFdSPn5bR22NUTi8xT2Eg%3D%3D
56,2025_RDSPL_105216_19,"[CONSTRUCTION OF PCC ROAD FROM BHELADIH MAIN ROAD TO BAASBANI VILLAGE,  G.P-MUDAABEDIYA, BLOCK-KUNDHIT, DIST-JAMTARA. PART-I, GR. NO.-19]",26-Sep-2025 06:00 PM,RDD Special Division||RDD SPL CE RANCHI||RDD SPL SE Dumka||RDD SPL EE Jamtara,07-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SLrMb0NEx0K2G1wJFu1OJ%2Fg%3D%3D
57,2025_JPHCL_105128_1,[Construction of P C C  Road and Culvert at Home Guard Pakur in the district of Pakur.],26-Sep-2025 05:00 PM,Jharkhand Police Housing Corporation Ltd||JPHCL RANCHI,15-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SI5%2FuOCEkLv9haidalXeGRA%3D%3D
58,2025_ZPGIR_105176_1,[Construction of Primary Health Centre at Senadoni under Block Giridih District Giridih Gr_01],25-Sep-2025 06:00 PM,Zila Parishad Giridih,04-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=STfwfDp10RXhO8YJn%2BokYcQ%3D%3D
59,2025_JSEB_104891_1,[402/PR/JUSNL/2025-26],17-Sep-2025 12:00 PM,"JSEB||JUSNL||GM, TZ-V, HAZARIBAGH.",08-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SOoHN20Lf%2FUUt%2B3ZcVu%2Bw%2BA%3D%3D
60,2025_ZPHZB_104872_1,"[Construction of Community Health Centre at Churchu Block Churchu, District Hazaribag]",15-Sep-2025 06:00 PM,Zila Parishad Hazaribagh,03-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SdMs9Cwg8ex9wWErohZM01g%3D%3D
61,2025_JSEB_105236_1,"[Construction of 132/33 kV GSS, Sindri HURL]",26-Sep-2025 03:50 PM,"JSEB||JUSNL||GM, C AND M (NWBP), JUSNL.",08-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SglO2a4avmB%2FA4nNQ2aJPfg%3D%3D
62,2025_TOUR_104710_1,"[Cat- C RFP for Empanelment of Event Management Agencies for executing State level, National level and international level events]",09-Sep-2025 06:00 PM,Tourism||DIRECTORATE OF TOURISM,03-Oct-2025 03:00 PM,https://jharkhandtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SmYipzOg72J9Gyp%2BlXunD%2Bw%3D%3D
63,2025_RDSPL_105207_2,"[Construction of PCC Road from at Chundyari Village of Panchayat Kesalpur, Pakartand block, district Simdega. (Part A)]",26-Sep-2025 09:00 AM,RDD Special Division||RDD SPL CE RANCHI||RDD SPL SE Ranchi||RDD SPL EE Simdega,08-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SY5h7abepurVJVMREmt3Lag%3D%3D
64,2025_UDD_105310_8,[Construction of RCC  Drain in Officers Colony from Shobha Merha house to Umesh Singh house under ward No 31],29-Sep-2025 09:00 AM,UDD Secretary||UDD Chairperson eProc Cell,09-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SfUsO5GWB2FAla8LbCQViXw%3D%3D
