Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
365,2025_BSNL_250526_1,[Repairing of Structural member and external painting and misc. civil works T-III qtrs. MW bldg. staff qtr.  in TE campus at Katihar],26-Sep-2025 05:00 PM,"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Bihar Telecom Circle||CE (Civil), Patna",01-Oct-2025 06:00 PM,https://etender.up.nic.in/eprocure/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sq%2B9ecSC7ezO1cTLpVJmr4g%3D%3D
366,2025_AAI_249556_1,[Construction of welcome gate and signages at Moradabad Airport],20-Sep-2025 09:00 AM,Airports Authority of India||Northern Region - AAI||JODHPUR - AAI||ENGG ELECT-JODHPUR - AAI,11-Oct-2025 06:00 PM,https://etender.up.nic.in/eprocure/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SEBdTlAOPBFamQCtVem2oyA%3D%3D
367,2025_BSNL_248581_1,[Outsourcing of Maintenance of BSNL BTSs and Copper Network in Kargil Cluster of Leh BA in J and K Circle],16-Sep-2025 09:00 AM,"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Jammu and Kashmir Telecom Circle||O/o CGMT, Jammu and Kashmir, Jammu",06-Oct-2025 05:30 PM,https://etender.up.nic.in/eprocure/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sh7vNkNjXbp0e0Tf6L2X7Mg%3D%3D
368,2025_CSIR_248298_1,[Procurement of Semi-Automated Cryostat],11-Sep-2025 05:00 PM,Council of Scientific and Industrial Research||IITR-Lucknow - CSIR||Purchase-IITR - CSIR,08-Oct-2025 06:55 PM,https://etender.up.nic.in/eprocure/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SS1vPlzu0DyeXuFKwGGPAbg%3D%3D
369,2025_MCD_250530_1,[Engaging Truck/loader with driver and labour for lifting malba/ silt etc. in ward No.204 ],26-Sep-2025 06:00 PM,Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,01-Oct-2025 02:00 PM,https://etender.up.nic.in/eprocure/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SIVTuZtA%2BoE%2FEUiZDoCBDeA%3D%3D
370,2025_CEL_250463_1,[On Boarding of TOT Partners for various Govt. Schemes for one of the States of India],25-Sep-2025 05:30 PM,Central Electronics Limited,03-Oct-2025 10:45 AM,https://etender.up.nic.in/eprocure/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SsxDv1RvQ6iBaXyPPWg9zmA%3D%3D
371,2025_HLL_248928_1,"[Turnkey works for setting up of  Health Emergency Operations Center at Directorate of Public Health Department, Pune, Maharashtra]",15-Sep-2025 06:00 PM,HLL Lifecare Limited,06-Oct-2025 03:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SJjKpx3skoDMv3umRiA%2BV2Q%3D%3D
372,2025_MCD_249641_1,[Engaging Tempo/Truck with driver for day to day maintenance of ward for lifiting of Malba/ Silt etc for Mega Swachhata Abhiyan in Delhi Krishna Nagar   Ward no. 211 AC-60 Shah South Zone],22-Sep-2025 03:00 PM,Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,30-Sep-2025 02:00 PM,https://etender.up.nic.in/eprocure/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SiXMEUQvFh%2BQuD2YAZ3OLzg%3D%3D
373,2025_GAIL_247076_1,[ENGAGEMENT OF CONSULTANCY SERVICES OF SUBJECT MATTER EXPERT (SME) ON CORROSION MANAGEMENT],15-Sep-2025 04:00 PM,GAIL (India) Limited||GAIL India Limited- Noida,16-Oct-2025 03:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SJwRwO7%2Fw0M3kNbC9pB%2F81Q%3D%3D
374,2025_NHAI_249656_1,[Construction Longterm Rectification of 03 Nos of Blackspots Gram Madai Village Gorakhpur Chauraha and Nagjhar Bypass Tiraha by Constructing 6 Lane Vehicular Underpasses at Km 550.650 Km 580.560 and Km 597.090 in Lakhnadon to Khawasa Section of NH 44 ],19-Sep-2025 05:00 PM,National Highways Authority of India||RO-Bhopal - NHAI,22-Oct-2025 11:00 AM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S%2FenRBmBPIg%2B1JUzXr%2FXNag%3D%3D
