S.No,TenderID,PageNo,Title,Organisation Chain,Tender Stage,Link
20,2024_NTPC_92988_1,1,Fencing of scrap Yard at NTPC-Kanti,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SfFgkDSFbvKYOPWg9%2FPkhYQ%3D%3D
21,2024_NTPC_92987_1,2,Repair of Rolling shutters at Dadri plant,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SAGb5aO%2FSMkbgrg2HOthnmg%3D%3D
22,2024_NTPC_92982_1,2,Pond Rejuvenation in Shivanpur village at NTPC Nabinagar,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SxtO6jAopdxTEAVP1hTzRWQ%3D%3D
23,2024_NTPC_92951_1,2,DI-ELECTRIC FLOOR COATING IN HT SWITCHGEARS AREA ATFGD/CHP/AHP/AWRS/MAIN PLANT-NTPC DARLIPALI,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Stk5lEUv1m07pWzMGMEzTJA%3D%3D
24,2024_NTPC_92924_1,2,"Providing Nitrogen Injection Fire Protection System for 2no 16MVA, 66/11kV Power Transformers at MUWPH, omkareshwar, NTPC KHARGONE.",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SPQasE9QMpwF5YPSqmmK97Q%3D%3D
25,2024_NTPC_92640_1,2,Construction of labour shed/rest room at stage-2 CHP manual unloadingyard of NTPC Barauni TPS on risk and cost,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SxMARa63rxU%2Bbj9c3Hq5HJw%3D%3D
26,2024_NTPC_92617_1,2,Civil Maintenance work in BTPS Township at NTPC Barauni.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SRCDzOTLxwJIYVEe0fjR8KA%3D%3D
27,2024_NTPC_92597_1,2,Construction of shed on Janji-Kaudia road at each side of Janji Levelcrossing of MGR at NTPC-Sipat,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SmxvygWaVSoUaJv4osQXkxw%3D%3D
28,2024_NTPC_92522_1,2,Laying of Water supply line from plant to township at NTPC Bongaigaon.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S0E4HRqMxmE5QivABD47oOg%3D%3D
29,2024_NTPC_92171_1,2,"Supply, Installation and Commissioning of Sprinkler water system for controlling Fugitive dust in ash dykes Sipat Super Thermal Power.",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SjKL3j2u6OB8EwMmvDytkSg%3D%3D
30,2024_NTPC_92110_1,2,"Annual job contract for civil maintenance of main power house buildingsand areas under OnM (Stage- I, II, III, IV and V) at NTPC-Vindhyachalfor the year 2024-25.",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SMuGbMs0mcJUpNciEI2cSXQ%3D%3D
31,2024_NTPC_92045_1,3,Providing and laying of 02 nos Wooden Badminton court with Acrylicmatting and 02 nos Acrylic matting on cement badminton court at NTPC farakka,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SQ4Zz1kNfDLjvDbnmd91hzw%3D%3D
32,2024_NTPC_92024_1,3,Repair and maintenance of Civil works in TTS for NTPC kahalgaon.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SkOS3mhLgacPndI0ubaFBPQ%3D%3D
33,2024_NTPC_91969_1,3,Construction of Common Shed for Ash Brick Plants 07 and 08 and extra newshed for Tiles/paver block manufacturing at NTPC Korba,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SAhhc23XtokzGZijIhbamhg%3D%3D
34,2024_NTPC_91968_1,3,Repairing and maintenance of St2 DyKe Road at NTPC Talcher.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SAD5xdxIg9QFsJAGSFShHZQ%3D%3D
35,2024_NTPC_91883_1,3,"Repairing / Strengthening of Roads at U-2 ESP area, Chimney and DMPT at NTPC Solapur Station",NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SjBW%2BUBAXoqllilIpUloAmQ%3D%3D
36,2024_NTPC_91844_1,3,SUPPLY AND INSTALLATION OF PORTABLE BIO DEGRADABLE TOILETS IN KSTPS,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S5mIjSiR%2FvhUa0vlxjIEqTA%3D%3D
37,2024_NTPC_91543_1,3,SITC of Active LED Video Wall in NTPC Mouda,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SXXPUnE3zPwAFWOWts4MiAw%3D%3D
38,2024_NTPC_91506_1,3,Construction of alternate approach road for Pond Ash transportation fromAsh dyke stage 1 to Chakiya thana Highway NH-31 through townshippremises with construction of additional boundary wall in townshippremises at NTPC Barauni.,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SpE415xNqs0Y%2FfQnKw7sZnw%3D%3D
39,2024_NTPC_91449_1,3,"Supply, erection, installation and commissioning of two no(s) roadweighbridges of 100 MT capacity at NSTPS NABINAGAR",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SgtwQHkmU8clEZbcLMdraMg%3D%3D
40,2024_NTPC_90577_1,3,Transportation of 100000 MT coal from NLC Talabira to Hirakud (HKG),NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S1CABcEkZasWOwOIh1EXKVw%3D%3D
41,2024_NTPC_90543_1,4,Annual painting work in residential buildings (2025-2026) in NTPC Lara,NTPC Limited||Western Region - II Headquarter||Lara Super Thermal Power Project,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SHh8ljfnJOH2%2Bk6S37JN12w%3D%3D
42,2024_NTPC_90348_1,4,Development of ash corridor outside plant gate No. 03 at NCPS Dadri,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SOKmO0oZxyias9AZwSjQPMg%3D%3D
43,2024_NTPC_90325_1,4,200127624 TECHNICAL AND ADMINISTRATIVE APPROVAL FOR AWARD OF SERIVCE CONTRACT FOR,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SPZ6j4OGKP2Fg4JJ%2Buf1CsA%3D%3D
44,2024_NTPC_90283_1,4,200137706-Repair of existing road for facilitating NHAI Ashtransportation vehicles at stage-I ash dyke of NTPC-Kaniha,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SZdMuNVMXMeOByU24%2BoVdsQ%3D%3D
45,2024_NTPC_90259_1,4,External and internal Painting of Balance buildings of Main Plantincluding Ganga make up pump house for year 2024-26 at NTPC Kahalgaon,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SbvPOfqsc1tjH%2BnWEjLjs5Q%3D%3D
46,2024_NTPC_89926_1,4,Construction of 1st raising of Lagoon-1 of Ash dyke at NKSTPP for NTPC1029-North Karanpura Super Thermal STAGE_01,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SkeuoWLaIoxuoSB9wPDwCGQ%3D%3D
47,2024_NTPC_89835_1,4,Procurement of Bearing Sleeves for CHP VSTPS,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SLR6Dwkjnuy5skNKVTRlVdw%3D%3D
48,2024_NTPC_89025_1,4,200130490-Construction of 8m height boundary wall with brickwork andsheeting and RCC Paving with drain around Ash silo area of StageII-Barauni.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SCRCkeHAQ7lWu4GqXeVy7EA%3D%3D
49,2024_NTPC_88974_1,4,CCTV Network for Switchgear rooms andplant at Kawas.,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S2NQ3yDIxzejTx%2FDcm2WzeA%3D%3D
50,2024_NTPC_88784_1,4,Construction of Balance work of ER2 HQ Office building and Residential Complex at NTPC Bhubaneswar,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SWeOkC%2FmKLhVygHJQIJi0Dg%3D%3D
51,2024_NTPC_87981_1,5,"Supply, installation, commissioning and AMC of PA system in FGD area at NTPC Khargone",NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=StUTYelsViDgYkQz7G48KvQ%3D%3D
52,2023_NTPC_82733_1,5,Supply and Erection of AC Plant LT Switchgear for Kahalgaon ST1 underSpecial RnM,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sgp7kB04UYKHZihYGi8WrSA%3D%3D
1,2025_NTPC_96302_1,1,Construction of Labour Rest room for St-I and II in plant premises at,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S9EK4qTmonuDy20ZRGMFL7w%3D%3D
2,2025_NTPC_96082_1,1,"Annual Certification of Ash Dykes, NTPC Mouda in line with MoEFnotification.",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=StZrSIIwjYfvxjic0ZX8QAQ%3D%3D
3,2025_NTPC_95971_1,1,"Repairing and Restoration work of RCC structures of LDO Pump House, CHPstructures, Main Plant and other locations of SSTPS",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sy1VtfD7bD9kq4TzjOUJgUg%3D%3D
4,2025_NTPC_95969_1,1,Replacement of floor tiles to vitrified tiles of residential andnon-residential buildings in township of NTPC Simhadri.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SRz493eO6KPw8g2siZsA67A%3D%3D
5,2025_NTPC_95855_1,1,Rectification job of foundation bolts of SAC rail at WT-2,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S3krzJv1u3HPeYY%2F7lkixGw%3D%3D
6,2025_NTPC_95755_1,1,De-silting of Live reservoir in plant area at NCPS Dadri,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sss%2B9FgE63rl4vq8l9pl0Lw%3D%3D
7,2025_NTPC_95754_1,1,Construction of Retaining wall/Guard wall and wing wall for existing RCC,"NTPC Limited||Coal Mining||PakriBarwadih,Kerendari,ChattiBariatu Mining Proj",AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S%2FLksYmRjyfWke5y3kHGdMg%3D%3D
8,2025_NTPC_95738_1,1,Supply installation of PVC water tank at Owner CHP,"NTPC Limited||Coal Mining||PakriBarwadih,Kerendari,ChattiBariatu Mining Proj",AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S7D6Rv5BKT7EmMmgSRMX5hg%3D%3D
9,2025_NTPC_95721_1,1,CONSTRUCTION OF FIRE WATER PUMP HOUSE NEAR TP-10 OF PBCMP,"NTPC Limited||Coal Mining||PakriBarwadih,Kerendari,ChattiBariatu Mining Proj",AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SAgGpH1U20R63OXT7pWZWiw%3D%3D
10,2025_NTPC_95683_1,1,Hiring of Back Hoe loader at NTPC Barauni for 01 year,NTPC Limited||Eastern Region - I Headquarter||Barauni Thermal Power Station,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SML4htqDkxOsP0iVqg7DKDw%3D%3D
11,2025_NTPC_95504_1,1,Rerouting and repair and maintenance of Sewerage pipe line at NTPC Barh.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SuLsXJbjqRrkpEoQEr0tn%2Bw%3D%3D
12,2025_NTPC_95421_1,1,Hiring of Occupational Therapist Speech Therapist and Special Educator,NTPC Limited||Western Region - II Headquarter||Sipat Super Thermal Power Station,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SYou%2B826Vi%2BZdUfWwgkhs2w%3D%3D
13,2025_NTPC_95386_1,1,Construction of bitumen road in middle bund of N1 and S1 dyke at Ramagundam,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S3shpXUzDdM8WwdyG4m0p%2FA%3D%3D
14,2025_NTPC_95349_1,1,Construction of settling pond with zero discharge facility at wharfwall area at NTPC TLCMP,NTPC Limited||Coal Mining,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SwOWNloJnkl6y816ZqZ8Kug%3D%3D
15,2025_NTPC_95322_1,1,"Biennial contract 2025-2027 for repair, maintenance and other",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SYrdQTkjGRAVA06Ge4SSFpw%3D%3D
16,2025_NTPC_95290_1,1,Miscellaneous civil works in DLCMP for one year at DLCMP,NTPC Limited||Coal Mining,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=STu%2BrAKp2yb37zZzn5%2BYw5A%3D%3D
17,2025_NTPC_95137_1,1,400051103 Construction of Concrete Pavement Approach Road to Bridge No. 1 of MGR NTPC Darlipali,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SQljyokdbD9pyJC%2Ffg8V9SQ%3D%3D
18,2025_NTPC_95136_1,1,Supply and installation of Numerical motor protection relaywith CTs and all consumables.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SvcKqMqJdi4EpQ3Eljdcoog%3D%3D
19,2025_NTPC_95070_1,1,AMC for Civil Maintenance and water supply works in MTPS Township.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SVszyLsvjMlnBRGg%2BCywCkw%3D%3D
20,2025_NTPC_94964_1,1,Biennial job contract for Operation and maintenance of water treatment,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SbmKfo7un7frnaTJ4mBWWgg%3D%3D
21,2025_NTPC_94905_1,2,"Supply, installation, testing and commissioning of Automatic Number Plate Recognition ANPR System at NTPC Tanda",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SQyN98o%2BvrF75PouTzarUpA%3D%3D
22,2025_NTPC_94892_1,2,Providing Barbed Wire Fencing in RSTPS Township,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=ShIBw9CreZLZhroOWOgpE0g%3D%3D
23,2025_NTPC_94763_1,2,Civil works in Korichapar Railway Siding along with installation of,NTPC Limited||Coal Mining,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=STAlGMcXAamfTTiuUbvF%2F6g%3D%3D
24,2025_NTPC_94731_1,2,Waterproofing Work of Divya Jyoti Guest house and Anandam building atNTPC Gadarwara,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SeUxjjhOlKopEwl6TaX5GsA%3D%3D
25,2025_NTPC_94657_1,2,Erection And Commissioning of 230 KWP Roof top solar in Various Building,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SkMK3eJTHCBIxq4RPwuN6Sw%3D%3D
26,2025_NTPC_94551_1,2,Construction of pedestals for laying of pipe line for rainwaterharvesting scheme in Plant area,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S4%2FAfmzV9Nq80KDKHksGUQQ%3D%3D
27,2025_NTPC_94409_1,2,Service Contract for installation of Handrails along the pedestrian,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SQPVnrJG5WOZr6tkFEnnv6Q%3D%3D
28,2025_NTPC_94212_1,2,SUPPLY AND APPLICATION OF PAINT ON STRUCTURAL STEEL IN BOILER AND ITSAUXILIARIES AREA OF UNIT 2 MAUDA STAGE 1 BOILER,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SGMIeVgIkfYXpwTqh2NxnTQ%3D%3D
29,2025_NTPC_94211_1,2,"CONSTRUCTION OF MULTISTORIED RESIDENCES AT MAHARANIBAGH, NEW DELHI",NTPC Limited||Corporate Centre||Corporate Materials,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SKfmn0Ph5paRVOyKC56F2Iw%3D%3D
30,2025_NTPC_94188_1,2,Hiring of Strategic Consultant for NTPC-CW,NTPC Limited||Corporate Centre||Consultancy Wing,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SOH5F%2BB1rfvU9HlzjK2ULSQ%3D%3D
31,2025_NTPC_94076_1,3,Bulk Procurement of Transducers,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SXpJV8PmYCJRtnWpYCfmwJQ%3D%3D
32,2025_NTPC_94053_1,3,Painting Work In Plant Area In NTPC Jhanor,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SZCosNKkC5ulX6w0DQUbw2A%3D%3D
33,2025_NTPC_94033_1,3,Construction of PQC Road from Lagoon-III to Rajiv Rahadhari for Ash,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SmVdLJA11dDgSV5acRsmWdg%3D%3D
34,2025_NTPC_94011_1,3,Roller Blinds for Ahilya mahila Mandal Building and REWA,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SJMYM7IyjgVfAjd2ECxz8gw%3D%3D
35,2025_NTPC_93973_1,3,"Supply, Erection and commissioning of Mixed Resin Storage Vessel (MRSV) in CPU regeneration at NTPC Talcher Stage-2",NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SMBxdCEH5Qef%2FlLkOFXYuDw%3D%3D
36,2025_NTPC_93891_1,3,BIENNIAL RATE COTRACT OF PLUMBING AND WATER SUPPLY WORKS AT,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SJphSmcdESgFC30rAq6%2Bzag%3D%3D
37,2025_NTPC_93874_1,3,Procurement of S#2 PAC/IAC motors for S#,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S4qlLUVQnPu%2FRpJqvRdw2Vg%3D%3D
38,2025_NTPC_93607_1,3,Construction of Prefab Building at Kosal Vihar NTPC Township-TLCMP,NTPC Limited||Coal Mining,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Si1dc2OhfDmOR%2FvUdTSI2QA%3D%3D
39,2025_NTPC_93356_1,3,PAINTING OF BOILER STEEL STRUCTURE IN U3 OF STAGEII BOILERS ,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S8Uv3tPE8iAS0AWwgxIwkPQ%3D%3D
40,2024_NTPC_93213_1,3,"DESIGN, SUPPLY, INSTALLATION, TESTING AND COMMISSIONING OF SOLAR TREES",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SkOrt0WjiJ%2FVO%2BWV3nRR1yA%3D%3D
41,2024_NTPC_93205_1,4,Geo-technical testing at Reservoir 2 at NTPC Lara.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sr7MVUceMFhnRpSmd73F4vw%3D%3D
42,2024_NTPC_92664_1,4,PROCUREMENT OF 500 KW HT MOTOR FOR STAGE-1 CRUSHERS OF CHP FARAKKA,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SAF7KmCi8rOuRkKdFseHd%2Bg%3D%3D
43,2024_NTPC_92456_1,4,"Design,SITC of FIRE DECTECTION AND ALARM SYSTEMS IN TOWNSHIP Bldng. OF NTPC BONGAIGAON",NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SGkB%2B9HcZ53%2BLbdvCNdIiIg%3D%3D
44,2024_NTPC_91753_1,4,Setting up CCTV security Surveillance System NTPC Talcher Thermal,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SQzrTyWCGKyzV%2B4R1Q6uQ4Q%3D%3D
45,2024_NTPC_91335_1,4,"SUPPLY OF MATERIAL AND ERECTION,COMMISSIONING OF COMPLETE SADC SYSTEM OF",NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SfyOmDbF8Y1BUQH5cKOuoPQ%3D%3D
46,2024_NTPC_89893_1,4,Supply and installation of additional CCTV camera for Ramagundam,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S8EVfT%2BBNGdPi%2BDeCuhu3qg%3D%3D
1,2025_NTPC_98785_1,1,Consultancy Pacakage for carrying out satellite based monitoring of mine,NTPC Limited||Coal Mining,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SpfNLPqQuoZ6d00QGxebHBw%3D%3D
2,2025_NTPC_98193_1,1,DGR Sponsored Security Guards for NTPC Chatti Bariatu Coal Mining Project on Limited Tender basis,NTPC Limited||Coal Mining,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Szv5MZwP4%2BW47EjvwPblZ2A%3D%3D
3,2025_NTPC_98138_1,1,Dismantling of Existing Roof Sheet and Fixing of Colour Coated Roof Sheets for Various Sheds and Godowns at NTPC Ramagundam Plant Area,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=ST0qo9IckQ%2BiS12%2Bzk2J0fw%3D%3D
4,2025_NTPC_97775_1,1,Job contract for providing Anti-termite Treatment in Township residential quarters and Public Buildings at NCPS Dadri Township,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SbwETWgNnmiahK2g0NhsDuQ%3D%3D
