Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
119,2025_DoWR_47452_1,"[Supply, Installation and Commissioning of USB Type External Solid State Drives (SSDs)]",10-Sep-2025 06:55 PM,Department of Water Resources||Chief Engineer - DoWR,04-Oct-2025 03:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SUEWW3nzdU4EZXGun9cErxg%3D%3D
120,2025_GMC_47287_15,[Construction of Community Hall under Ward No-43],06-Sep-2025 01:00 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SogtUPSFj%2B2JsBaYLp%2BzVgg%3D%3D
121,2025_PWD_47085_33,"[MMPPNA_RIDF_XXXI_25_26_476 Improvement of (i) ONGC colony to Purbo Hafania gool Kurtacherra 4-no basti road, (ii) Road from PWD road near Saurav Kanoo house to Narayan Goala house at ward no-8 in Putni G.P. under Mukhya Mantrir Paki Path Nirman Achan]",02-Sep-2025 02:00 PM,Public Works Roads Department,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SN140ubcC1RSp%2F%2BVuq2ubRg%3D%3D
122,2025_ASTC_47698_1,"[APPOINTMENT OF SERVICE PROVIDER FOR RETAIL OUTLETS OF BPCL AT ASTC SILCHAR, MEHERPUR]",26-Sep-2025 10:00 AM,Assam State Transport Corporation,17-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SM0XVYJQutxp8Nmot%2B4cEwg%3D%3D
123,2025_DoWR_47407_1,"[Construction of New Embankment at RB of Dhansiri river from kopati to Shyampur, Package 3.]",09-Sep-2025 06:55 PM,Department of Water Resources||Chief Engineer - DoWR,04-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S0zgua42A9m7%2FE11uxdgXSA%3D%3D
124,2025_DMEAP_47404_1,[Procurement of Civil Works for Construction of CQRT Material Bank at different locations of Assam under Assam Integrated River Basin Management Project],10-Sep-2025 09:00 AM,Assam State Disaster Management Authority- Externally Aided Project||Assam State Disaster Management Authority- World Bank Funded Tenders||Assam Integrated River Basin Management Programme,03-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SBp1SS3uFoKouFBMthM%2Bgew%3D%3D
125,2025_PWBNH_47469_1,[Repairing and Renovation works at Girls Hostel of Nalbari Polytechnic Painting works interior and exterior providing doors frame and doors panel and floor tiles work etc],11-Sep-2025 03:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Nalbari Building Circle PWBNH||Nalbari District Teritorial Building Division,03-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SazqFKde37bB45l4yvksSYA%3D%3D
126,2025_GMC_47288_15,[Construction of Toilet under Ward No.26],06-Sep-2025 06:00 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SbEh4eVfevwggrbQ4N4lChw%3D%3D
127,2025_AEGCL_45419_1,[Procurement of one no. of 160MVA Transformer at 220 kV],08-Jul-2025 10:00 AM,Assam Electricity Grid Corporation Ltd||CGM (T and T),02-Oct-2025 10:00 AM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=ShBNpaKoJCbsx4EOO5lr%2BBA%3D%3D
128,2025_GMC_47287_1,[Construction of Community Hall under Ward No-11],04-Sep-2025 04:45 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SuxLpZOFeTm7usEOa6vmV4A%3D%3D
129,2025_PWHE_47123_1,[Construction of Class Rooms under Assam School Education and Adolescent Well-Being Project (ASAP) under Sivasagar DTBD for i. Rupahimukh Janajati H.S ii. Santak High School],30-Aug-2025 04:30 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,06-Oct-2025 04:30 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Srd4jsy9ovvzA9e3Rr4DPeQ%3D%3D
130,2025_PWD_47651_2,[ASOM_MALA_3.0_25_26_10 Improvement and Upgradation of Road from Chowkihola-Panjan Deitor-Malasi-Dirring-Kohora Road (CPDMDK) (From Ch. 16.00km to 52.00 km) under Asom Mala 3.0 for the year of 2025-26.],24-Sep-2025 09:00 AM,Public Works Roads Department,07-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sxbyzev8vrME0m3%2FidHO4vA%3D%3D
131,2025_DOT_46792_1,"[Development, Operation and Management Contract for running the Prashaanti Tourist Complex at Jonai]",22-Aug-2025 11:00 AM,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,04-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SaGhIngXB%2FAohNTVUfN99sA%3D%3D
132,2025_GMC_47288_18,[Construction of Toilet under Ward No.22],06-Sep-2025 06:00 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S6NL8IuqjPK4%2B4Pi3PTkiAw%3D%3D
133,2025_WPTBC_47746_1,"[Additional requirement of works for EMRS, Howraghat, Diphu, Dist- Karbi Anglong sanctioned under Article 275(I) of the constitution of India during the year 2024-25. ]",29-Sep-2025 09:00 AM,Welfare of Plain Tribes and Backward Classes||Director - WPT and BC,13-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SUgmFru0LlgtS6alpARVhPQ%3D%3D
134,2025_DoWR_47741_1,"[Flood Mitigation of Puthimari River by capacity augmentation of  Wetland area at Garjan, Assam, Package 2.]",27-Sep-2025 06:55 PM,Department of Water Resources||Chief Engineer - DoWR,17-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S5c7wxXxzJKmoiOuBSQwIWA%3D%3D
135,2025_DU_47382_1,"[Repairing and Renovation of Chemistry and Assamese Department, D.U. (Civil, Sanitary and Water Supply and Electrification Works)]",09-Sep-2025 02:00 PM,Dibrugarh University,07-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SLLFFRg%2FSR0tmcwKPiEi6pg%3D%3D
136,2025_PWBNH_47384_6,"[Construction of 50 Construction of 50 bedded Critical Care Hospital Block (CCB) at Nalbari Medical College and Hospital, Nalbari, Assam]",10-Sep-2025 02:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,10-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=ST5baDevY%2BApJUAIwVBfE5A%3D%3D
137,2025_PWBNH_47384_7,"[Construction of 50 Bedded Critical Care Hospital Block (CCB) at the campus of Tolaram Bafna District Hospital Amingaon, Kamrup District under PM-ABHIM, Assam]",10-Sep-2025 02:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,10-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sb7S%2F6ObV%2F3rN9kNJ9bdSlw%3D%3D
138,2025_APDCL_47545_1,"[Electrification of Borong Krishnapur for electrification of the villages (Mecheki Chapori) of Jonai under N. Lakhimpur Elect. Circle, APDCL]",17-Sep-2025 03:00 PM,Assam Power Distribution Company Ltd||CGM(Rural Electrification) - APDCL,09-Oct-2025 12:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SxeJlcWfLKhvU1BL6Ms1tGg%3D%3D
139,2025_PWBNH_47329_1,"[Construction of 1000 capacity Auditorium at R.K.Nagar, Karimganj , Assam Auditorium fire fighting systemGrII]",06-Sep-2025 09:00 AM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Silchar Circle - PWBNH,10-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SieK9%2B1Nf1KmHjlMTSC%2BkaA%3D%3D
140,2025_GMC_47287_23,[Construction of Community Hall under Ward No-26],06-Sep-2025 05:30 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sgw7ASOW2tJOWHsdXyhGKjQ%3D%3D
141,2025_APDCL_47612_1,[Renovation of the conference hall of Chairman Office],19-Sep-2025 05:00 PM,Assam Power Distribution Company Ltd||CGM(PP and D) - APDCL,06-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SHTMy7JkqYPYAJwUozkh6vg%3D%3D
142,2025_TDA_47757_1,[Long Term Leasing out of existing Inland Water Commercial Vessel DLB JONBIRI],29-Sep-2025 09:00 AM,Transport Department||Assam Inland Waterways Company Limited,17-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sc%2BkQsKZwXfwA1RLopSLI2w%3D%3D
143,2025_UDD_47456_1,[Construction of RCC G 4 Multi Storied Building at the place of Old Staff Quarter  Ward No 1 Dhubri under 15th FC UnTied basic Grant 1st Installment  for the 2022-23 during the year 2023-24],12-Sep-2025 05:00 PM,Urban Development Department||Directorate of Municipality Administration - UDD||Dhubri Municipal Board,04-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SNJDAzUibIf49q9bd8T9SYw%3D%3D
144,2025_PHED_44358_2,[EMPANELMENT OF AGENCIES FOR SUPPLY OF DIFFERENT LABORATORY INSTRUMENTS FOR VARIOUS WATER TESTING LABORATORIES ],02-Sep-2025 10:00 AM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,07-Oct-2025 04:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S6avSGvdXiD2b7lzW8Ogc6w%3D%3D
145,2025_DoWR_47494_1,"[Cleaning of Jamuna canal around Sivasagar, Borpukhuri (Under SDMF)]",12-Sep-2025 06:55 PM,Department of Water Resources||Chief Engineer - DoWR,07-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SxMMTsg4n3QGOPYi6Td%2B44w%3D%3D
146,2025_PWD_47689_1,"[Construction of 50 Bedded Assam Type Hostel separately for Boys and Girls at Diyungbra HSS under Dharti Aaba Janjatiya Gram Utkarsh Ahiyan (DAJGUA) under Samagra Shiksha, Assam for the year 2025-26 ]",26-Sep-2025 04:00 PM,Public Works Roads Department,06-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SO95F69kUbigkA31mgg0mRA%3D%3D
147,2025_PWD_47154_1,"[Construction of (GWC) Nikinikhowa Vitor Path Under SOPD-G for the year 2025-26, Majuli LAC under Majuli District Territorial Road division.]",06-Sep-2025 02:00 PM,Public Works Roads Department,06-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SAbhmii1E5U%2BPz6yW6WTARA%3D%3D
148,2025_PWD_47085_32,"[MMPPNA_RIDF_XXXI_25_26_475 Improvement of (i) LK road to Badshahi F.V. PMGSY road to south Sagolmora, (ii) Lowairpoa-Kanmun road to South Kalacherra Mosque, (iii) Lowairpoa-Kanmun road to Bazaricherra and Madhabpur (Part-I, II and III) under Mukhya M]",02-Sep-2025 02:00 PM,Public Works Roads Department,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SDRv6j48e7wXjKvRGBumaUA%3D%3D
149,2025_DOT_47724_1,"[Development, Operation and Management Contract for running the Wayside Amenity Centre at Netai-Dhubuni, Dhubri]",26-Sep-2025 05:00 PM,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,10-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SFi2Hl6BMKtuglQrBF52O9A%3D%3D
150,2025_PWHE_47072_1,[Construction of Class Rooms under Assam School Education and Adolescent Well-Being Project (ASAP) under Lakhimpur DTBD for i. Goroimari Donyi Polo H.S. ii. Borchapori High School. iii. Swahid Goutam Mili H.S. iv. Rupahi H.S. v. Miri Jiyori H.S.],28-Aug-2025 04:30 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,03-Oct-2025 04:30 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SG%2B5YVurGiAN8qmaBBCsfmg%3D%3D
151,2025_DMEAP_46553_1,[Procurement of Civil Works for new multi-purpose flood shelters at 1 location in Dibrugarh District of Assam under Assam Integrated River Basin Management Project AIRBMP],18-Aug-2025 12:30 PM,Assam State Disaster Management Authority- Externally Aided Project||Assam State Disaster Management Authority- World Bank Funded Tenders||Assam Integrated River Basin Management Programme,04-Oct-2025 01:30 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SUBcmEWbQz3CrOSME22DHeg%3D%3D
152,2025_GMC_47287_6,[Construction of Community Hall under Ward No-15],05-Sep-2025 06:00 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SAvCexowjBpImLWSE61sUdw%3D%3D
153,2025_HFWD_47231_1,[Group No 4],02-Sep-2025 06:30 PM,Health and Family Welfare Department||Assam Medical Services Corporation Limited,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SFLO5Nlu8zkaKMmjVdV4sew%3D%3D
154,2025_PWBNH_47633_1,"[Infrastructure Development Works of Laokhowa High School, Nagaon]",20-Sep-2025 05:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,06-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SYje6LXG1U0SzWRr%2BCUPAeA%3D%3D
155,2025_HFWD_47511_1,[Installation and Commissioning of CCTV ],15-Sep-2025 04:30 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Assam Medical College Hospital-Dibrugarh-HFWD,13-Oct-2025 01:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SJ95Gb94BWNioU%2Bmx2q1Cag%3D%3D
156,2025_PWBNH_47397_1,"[Construction of Girls Hostel of Pragjyotishpur University in Continuation to Previously Sanctioned Project at Hajongbadi, Dist. Kamrup Metro under Untied Fund (State Specific Scheme) for the year 2025-26]",10-Sep-2025 12:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-2 - PWBNH,07-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S6xr3QCg6rMwvf%2BWZW3RouQ%3D%3D
157,2025_PHED_47688_1,[UTILITY SHIFTING OF HABIGAON PWSS UNDER SOPD FOR THE YEAR 2025-26 UNDER PHE NL DIVISION],26-Sep-2025 10:00 AM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||North Assam Zone-Tezpur-PHED||North Lakhimpur Division,13-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SlHuTwFztmVUyc2%2BrIg6%2F3A%3D%3D
158,2025_PWD_47713_3,[Makum/ SOPD/ 3],26-Sep-2025 04:00 PM,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,08-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=ScokPFATKlRHu6mRGDlc34Q%3D%3D
159,2025_PWD_47392_1,"[ELEVATED CORRIDOR/SILCHAR/PHASE I/ASSAM/01 Construction of Elevated Corridor on NH-306 Section from Trunk Road near Capital Point to Rangirkhari Point in Silchar, Assam (Phase I)]",09-Sep-2025 03:00 PM,Public Works Roads Department,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SExJXkGJPSwwcQN2yFbfUfg%3D%3D
160,2025_HFWD_45036_1,[Supply Installation and Commissioning Of Ultrasound System ],21-Jun-2025 01:00 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD,06-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sf6WfLjvUEmwc6oFyjuawfg%3D%3D
161,2025_DoIT_47374_1,[Supply and Installation of Intelligent PDU],08-Sep-2025 05:30 PM,Principal Secretary-Department of Information Technology||Assam Electronics Development Corporation Ltd-DoIT,06-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SiBImkbPwHZYhJ21UslwDnQ%3D%3D
162,2025_PWD_47585_5,[ASOM_MALA_3.0_25_26_21 Improvement  and Upgradation of Road from ITC at Sonahat to New NH 127 B at Soulmari Via Golakganj Bazar under Asom Mala 3.0 for the year 2025-26 ],18-Sep-2025 06:30 PM,Public Works Roads Department,07-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SPlGxT3qdg5vZDrfE%2BM%2FnKA%3D%3D
163,2025_PCCF_47601_1,"[Erection of Fencing of 25 ha. Bandarmatha RF, Lakhipur Range ]",19-Sep-2025 01:30 PM,Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forestes (T) (Lower Assam Zone)||Central Assam Circle||Goalpara Division,10-Oct-2025 10:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SBsQqiVbFGH56NNFboj9%2Ffg%3D%3D
164,2025_PCCF_47729_1,[Construction of Lakhimpur Territorial Divisional Forest Office Building at North Lakhimpur 2024-25],27-Sep-2025 10:00 AM,"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Northern Assam Circle, Tezpur||Lakhimpur Division",22-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sl6iHD4wSCw37qA%2BrPZOnJA%3D%3D
165,2025_GMC_47288_1,[Construction of Toilet under Ward No.11],04-Sep-2025 05:05 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S8KDay5fxyNkEisDdUPKpNg%3D%3D
166,2025_UDD_47574_1,[Construction of Idol Immersion Ghat at Jyotinagar under Makum Municipal Board (MMB)],19-Sep-2025 11:00 AM,Urban Development Department||Directorate of Municipality Administration - UDD||Makum Municipal Board,10-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S1yVEUSRycRROkZC9em%2BxaA%3D%3D
167,2025_HFWD_47588_1,"[Supply of Equipments Media and Consumablesfor Embryology Laboratory at GMCH IVF Centre and IUI, HMS, GMCH, Guwahati, Assam]",18-Sep-2025 06:00 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Guwahati Medical College Hospital-HFWD,10-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SsvNuYPNTYipAJQWt4XANVQ%3D%3D
168,2025_GMC_47287_21,[Construction of Community Hall under Ward No-24],06-Sep-2025 01:00 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SI7sxKG8MlSvVykqa%2F85Wmw%3D%3D
169,2025_GMC_47288_7,[Construction of Toilet under Ward No.28],05-Sep-2025 06:00 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SrPRlP%2BSdcJ7L6bhyCRfEMA%3D%3D
170,2025_PCCF_47389_1,[Construction of Range Officer Quarter],10-Sep-2025 10:00 AM,Pr. Chief Conservator of Forest and Head of Forest Force||Principal Chief Conservator of Forests(Wildlife and Ch. Wildlife Warden)||Kaziranga National Park Bokakhat||Nagaon Wildlife Division,04-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SwdEjBzC9%2Fwu0aIM8uB%2FxSQ%3D%3D
171,2025_PWBNH_47344_1,"[UPgradation and REno. of Office Chambers of the Commissioner of Transport, Assam and other Officer Chambers and Repairing/ Eenovation of Common area and other pantryetc. in  the office of the Commissioner of Transport, Assam, Khanapara, Guwahati22]",09-Sep-2025 12:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-2 - PWBNH,07-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SoyErmngv%2BYg2B7C13xeiQw%3D%3D
172,2025_PWHE_47575_1,[Package_57 Construction of Class Rooms under Assam School Education and Adolescent Well-Being Project (ASAP) under Udalguri Dist. And Baksa DTBD for i. Jougalu Gudi Foraisali],18-Sep-2025 04:30 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,21-Oct-2025 04:30 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S%2BScDxRv6ARIFxam4Jtp%2Fcw%3D%3D
173,2025_DoWR_47616_1,"[Supply and installation of Laptops for HIU, WRD under AIRBMP.]",19-Sep-2025 06:00 PM,Department of Water Resources||Chief Engineer - DoWR,04-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sy3GJJ%2FYLX4uvV%2FvhZaQtxw%3D%3D
174,2025_DOT_46793_1,"[Development, Operation and Management Contract for running the Tourist Complex at Silapathar, Dhemaji District, Assam]",22-Aug-2025 11:00 AM,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,04-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S1RGarcX1okzg6G7iHdj6fg%3D%3D
175,2025_PWHE_47058_1,"[Construction of Class Rooms under Assam School Education and Adolescent Well-Being Project (ASAP) under Nagaon-Batadrava, Raha(SC), Dhing, Rupohihat and Samaguri TBD for i. Sutargaon Public High School ii. Bagariguri P.N. Tamuly H.S. iii. Simoluguri ]",28-Aug-2025 02:00 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,03-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S8lb1T11JmDKW1x6Z3JvOKw%3D%3D
176,2025_DoIT_47357_1,[Supply and Installation of DC-DR Replication and Retrieval Solution],08-Sep-2025 01:00 PM,Principal Secretary-Department of Information Technology||Assam Electronics Development Corporation Ltd-DoIT,06-Oct-2025 03:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SjO6dMWvomNvU%2FF9T9IKkCQ%3D%3D
177,2025_HFWD_47468_1,"[supply of medicines and consumables etc for the department of O and G CS and Normal Delivery and Pediatrics NICU and PICU GMCH, Guwahati 32  ]",11-Sep-2025 04:00 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Guwahati Medical College Hospital-HFWD,06-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SFsVR9AyySCWZhA%2FOBJ6MTA%3D%3D
178,2025_PWHE_47578_1,[Package_59 Construction of Class Rooms under Assam School Education and Adolescent Well-Being Project (ASAP) under Dhemaji District Territorial Bldg. Division for i. 3 No. Joypur Bodo LPS],18-Sep-2025 04:30 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,21-Oct-2025 04:30 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SJTI3sayFn%2Fogv1MsZG9cZA%3D%3D
179,2025_DoWR_47488_1,[Construction of embankment on the right bank of river Kopilli from Jugimukh to Chaparmukh and Padumoni 1 No. colony to Changchaki on the left bank (Ph-III) Package 2.],12-Sep-2025 06:55 PM,Department of Water Resources||Chief Engineer - DoWR,07-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SLy82en3J7zUcUQXGDWz8Zg%3D%3D
