Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
104,2025_AGRI_65712_1,[Construction of Market Stalls at Tarapur under Mohanpur Agri. Sub-Division.   SH Providing Internal Electrification TOTAL-02 UNITS],17-Sep-2025 10:00 AM,Director Agriculture||Directorate of Agriculture||Chief Engineer Agriculture||Executive Engineer West II,14-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S1ghUrylb%2BExVDX1vYsJLxg%3D%3D
105,2025_TPGLA_65868_1,"[Development of Gas-Based 84 MW Combined Cycle Gas Turbine (CCGT) Power Plant, replacing 2x21 MW Open Cycle Gas Turbine (OCGT) Power Plant at Baramura, Tripura through Public-Private Partnership (PPP) mode]",23-Sep-2025 09:00 AM,Tripura Power Generation Limited(ADB Tenders),22-Oct-2025 03:30 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SyHzisrD62s0y5ytjA5GQew%3D%3D
106,2025_OSDDS_65582_1,[Major Repairing of 2 (Two) nos. PM SHRI Schools under Gournagar Block of Unakoti District under PM SHRI Scheme for the year 2023-24 and 2024-25],11-Sep-2025 06:55 PM,Director - Directorate of Secondary Education||Dy Director - Directorate of Secondary Education||Stipend Sec - Directorate of Secondary Education||OSD - Directorate of Secondary Education,02-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SFbL6vrxLy%2FLM2E6ZMGUVNA%3D%3D
107,2025_CERDD_65902_1,"[ Construction of Health Sub Centre at Nagicherra, Maloynagar GP at Dukli RD Block Area under RD Agartala Division/SH-Permanent Internal Electrification work thereof]",23-Sep-2025 06:00 PM,"Chief Engineer,  Rural Development Department||Superintending Engineer Circle-1, CE, RDD||Executive Engineer Western Division-1",07-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S6l%2FogCZlvQISFn%2BXNGlNew%3D%3D
108,2025_CERDD_65907_1,"[Renovation maintenance work at O/o the Chief Engineer, RD Department, Gurkhabasti, Agartala, West Tripura and Renovation  mtc. of VIP toilet attached to Conference Hall at O/o the Chief Engineer, RD Department, Gurkhabasti, Agartala, West Tripu]",23-Sep-2025 06:00 PM,"Chief Engineer,  Rural Development Department||Superintending Engineer Circle-1, CE, RDD||Executive Engineer Western Division-1",07-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S3GmLzpkh21psIBrJXOey7w%3D%3D
109,2025_POWER_65710_1,[Electrical works],16-Sep-2025 03:00 PM,"Chairman cum MD, TSECL",06-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SubL5LqP8SzHtpIU1p3JZBg%3D%3D
110,2025_OSD_65876_1,[COMPREHENSIVE ANNUAL MAINTENANCE CONTRACT CAMC OF DESKTOP COMPUTERS PRINTERS SCANNERS UPS AND OTHER IT PERIPHERALS AT AGMC and GBP HOSPITAL AGARTALA],23-Sep-2025 12:00 PM,Director of Health Services||Medical Supt. - AGMC and GBP Hospital||OSD - AGMC and GBP Hospital,14-Oct-2025 05:30 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SSGP74C4OvPEDyHzVmA43lw%3D%3D
111,2025_AGRI_65715_1,[Construction of Market Stalls at Kalkalia under Mohanpur Agri. Sub-Division SH Providing Internal Electrification TOTAL-02 UNITS],17-Sep-2025 10:00 AM,Director Agriculture||Directorate of Agriculture||Chief Engineer Agriculture||Executive Engineer West II,14-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SqX9JSgZNW8oCa%2BWrUq0Jsg%3D%3D
112,2025_TTDC_65713_1,"[Operation and Maintenance of Longtarai Valley Paryatan Niwas at Manughat, Dhalai District  on Manage Operate Maintain and Transfer (MOMT) Mode-AS IS WHERE IS.]",16-Sep-2025 03:15 PM,Tripura Tourism Development Corporation Ltd,08-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S0s4x%2Fk9IAF%2Box6hn3bwO3A%3D%3D
113,2025_DIT_65492_1,[RFP for selection of Agency for supply Installation and Commissioning of CCTVs Surveillance System at Chief Minister Official Residence Tripura],10-Sep-2025 03:40 PM,Directorate of Information Technology,07-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S9fA0CkOaoclOn8YAKtX8JA%3D%3D
114,2025_TJB_65560_1,[Expression of Interest (EOI) for Augmentation of Water Supply Management System using real time data monitoring SCADA Technology within Agartala City],11-Sep-2025 03:00 PM,Tripura Jal Board,10-Oct-2025 12:30 PM,https://tripuratenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SgZ4S8AgA8vrwN7AJ9EpETw%3D%3D
115,2025_NRHM_65014_1,"[PROCUREMENT OF VARIOUS CONSUMABLES AND EQUIPMENTS, MEDICINES, AND LAB ARTICLES]",27-Aug-2025 11:00 AM,State Health and Family Welfare Society||District Health and Family Welfare Society-Dhalai Tripura||Dhalai District Hospital,15-Oct-2025 04:00 PM,https://tripuratenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S6%2F%2Bw6r%2BXtiquIohCLmORmw%3D%3D
116,2025_Sport_65489_1,[Installation of Boxing Ring],10-Sep-2025 05:00 PM,Youth Affairs and Sports Department||Youth Affairs and Sports Department||Directorate,01-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S7LY5XFsi%2FLPxQuBTTWZt%2Fw%3D%3D
