Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
59,2025_RDPRI_20027_1,[Tender Notice for Streetlight Annual Maintenance Contract Under Gram Panchayat Nilambur Andaman and Nicobar Islands],23-Sep-2025 09:00 AM,DIRECTORATE OF RD PRIS and ULBS||BDO C.D Block Rangat/Panchayat Samiti Rangat||Nilambur Gram Panchayat,29-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SBqlOBaRewbqPmppdjnANbg%3D%3D
60,2025_APWD_20006_1,"[AR and MO District road under EandM Sub Division of CD-I, APWD, Rangat during 2025-26.]",19-Sep-2025 06:55 PM,Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-I - APWD - Rangat,30-Sep-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S%2BLE5nOvtuBjoSKm0UZO5%2FQ%3D%3D
61,2025_APWD_20018_1,"[Replacement of damaged and rusted main pumping line with new pipes and pipe fittings wherever required from Subashgram pump house to Morich Tikrey under SD-II, CD,APWD, Diglipur]",22-Sep-2025 05:30 PM,Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD - APWD - Diglipur,03-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SiBTKFjuFCfHDRhbkVYCAfw%3D%3D
62,2025_DFTIW_20030_1,[Repair of Bituminous Road],22-Sep-2025 05:00 PM,Department of Environment and Forests||Office of Director Forest Training Institute Wimberlygunj,07-Oct-2025 11:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SGiW7CTvdFHCHo8VCyiBWIQ%3D%3D
63,2025_APWD_20008_1,"[A/R M/O Water Supply under Sub Division No.II, NACD, APWD, Mayabunder. SW-Renovation of Water Testing Laboratory at Panighat near Austin Bridge under SD-II, NACD, APWD, Mayabunder]",22-Sep-2025 09:00 AM,Chief Engineer                      Andaman Public Works Department (APWD)||EE (NACD - APWD - Mayabunder),30-Sep-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SkxCyP1LCmft5HQEzk709Dw%3D%3D
64,2025_APWD_20083_1,"[Maintenance of IEI and EEI to NR Buildings of Fisheries Department under Section II and  Section III of SD II, WSD, APWD, Port Blair during 2024-25. Sw Supply of maintenance materials Section III of SD II]",27-Sep-2025 03:00 PM,Chief Engineer                      Andaman Public Works Department (APWD)||EE (Workshop Division - APWD - Port Blair),09-Oct-2025 10:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SMY9sW0s%2BUHOGYYPpUaQE9w%3D%3D
65,2025_APWD_20039_1,"[AR  MO State Non Residential Building under Bambooflat Sub Division, RCD, APWD, Wimberly Gunj during 2025 26.]",23-Sep-2025 05:00 PM,Chief Engineer                      Andaman Public Works Department (APWD)||EE (RCD - APWD - Wimberlygunj),01-Oct-2025 10:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SKcClXZLpj%2F%2BD1MCZWRAZ%2FQ%3D%3D
66,2025_ANP_20003_1,[For undertaking repair/renewal work of  Gemini boats],19-Sep-2025 01:30 PM,Andaman and Nicobar Police||Superintendent of Police Marine Force,09-Oct-2025 10:30 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SUPI68PY33P9e1Ih2FbCdUA%3D%3D
67,2025_DCFWP_20028_1,[CONSTRUCTION OF RAIN WATER HARVESTING TANK],23-Sep-2025 10:00 AM,Department of Environment and Forests||Office of DCF (Working Plan),01-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SaVlkg7NemxQsGOhMeCEdCg%3D%3D
68,2025_DHS_20097_1,[Supply of medicine],29-Sep-2025 03:00 PM,Directorate of  Health Services||CMO Store,08-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SYBzAmaSvgo5ZWJFSYNw%2FvQ%3D%3D
69,2025_PMBC_20032_1,"[Construction of Footpath and Toe Wall starting from Shri. Seveyar Ghop House at Rajiv Nagar, Garacharma in Ward No.18.]",22-Sep-2025 05:00 PM,Port Blair Municipal Council||EE - III,30-Sep-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SMQPuex5tgknvujcNR04x9g%3D%3D
70,2025_PMBC_20026_1,"[Maintenance of CC Footpath and Staircase with Side Drain from Rita Mary House to Vicky House at Prothrapur, Ward No.19-4.]",22-Sep-2025 04:30 PM,Port Blair Municipal Council||EE - III,30-Sep-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sk3FGUBHHRdytMqxizPqFFA%3D%3D
71,2025_APWD_20078_1,"[Hiring of 01 No TATA 407 Truck for the period of one year from the month of September, 2025 to August, 2026.Without Driver and POL.]",27-Sep-2025 03:00 PM,Chief Engineer                      Andaman Public Works Department (APWD)||EE (Workshop Division - APWD - Port Blair),07-Oct-2025 10:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SlwWbppc%2BlPAb0D3gxpMYtA%3D%3D
72,2025_DHS_20042_1,[Supply of Dietary Articles for RPH],23-Sep-2025 05:00 PM,Directorate of  Health Services||MS - Dr. RPH,30-Sep-2025 10:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SZ8CQj%2FRfCo%2BziQuTtfa8jw%3D%3D
